jurisdiction_code,jurisdiction_name,due_date_mode,due_date,offset_months,offset_days,offset_years,title,category,notes,source_url,fiscal_year_end,effective_from,effective_to
SG,Singapore,relative,,6,0,,Registration,Registration (Standard),"Section 31 of the Law provides that an MNE group subject to the GloBE rules in Singapore is required to register with the Singaporean tax authority.

The ultimate parent entity of the MNE group must, within 6 months after the end of the financial year, notify the tax authority of the following:

(a) the liability of the MNE group to be registered;

(b) the identities of the MNE group’s constituent entities, joint ventures, and JV subsidiaries, located in Singapore;

(c) the identities of the MNE group’s excluded entities located in Singapore;

(d) the identities of any flow-through entities or reverse hybrid established, formed, incorporated or registered under the laws of Singapore;

(e) the identities of the MNE group’s ultimate parent entity, intermediate parent entities, and partially-owned parent entities located in Singapore;

(f) the identities of the MNE group’s responsible members located in Singapore; and

(g) whether the GloBE information return has been or is intended to be filed with a competent authority of a jurisdiction outside Singapore pursuant to a qualifying competent authority agreement.

On December 30, 2025, IRAS issued further details on the Pillar 2 registration process. The registration portal is to be open from May 2026, however, a draft registration form and explanatory notes have been issued. NB there is also a requirement to disclose companies incorporated or registered in Singapore that had shifted their tax residency from Singapore to a foreign jurisdiction after November 30, 2021.",https://www.iras.gov.sg/taxes/pillar-2-top-up-taxes/registration-for-multinational-enterprise-top-up-tax-and-domestic-top-up-tax,,01/01/2025,
SK,Slovakia,relative,,15,0,,DMTT Return,DMTT Return (Standard),"Section 40 requires the filing of a DMT top-up tax return. The same filing deadline applies for the GloBE Top-Up Tax Return as for the GloBE Information Return.

On November 18, 2025, Slovakia issued its QDMTT Return along with completion instructions - https://www.mfsr.sk/files/archiv/75/Oznamenie-MF_15677_2025_724.pdf",https://www.mfsr.sk/files/archiv/44/danove-priznanie-k-dorovnavacej-dani_MF_013584_2025_724.pdf,,01/01/2024,
SK,Slovakia,relative,,18,0,,DMTT Return (Transitional),DMTT Return (Transitional),"Section 40 requires the filing of a DMT top-up tax return. The same filing deadline applies for the GloBE Top-Up Tax Return as for the GloBE Information Return.

On November 18, 2025, Slovakia issued its QDMTT Return along with completion instructions - https://www.mfsr.sk/files/archiv/75/Oznamenie-MF_15677_2025_724.pdf",https://www.mfsr.sk/files/archiv/44/danove-priznanie-k-dorovnavacej-dani_MF_013584_2025_724.pdf,,01/01/2024,
SK,Slovakia,relative,,15,0,,GloBE Information Return - Standard,,Standard Filing,,,01/01/2024,
SK,Slovakia,relative,,15,0,,Double Filing Relief Notification (Standard),Other Notifications (Standard),Yes - Section 39(6) - same filing deadline,,,01/01/2024,
SK,Slovakia,relative,,18,0,,GloBE Information Return - Transitional,,Only for Transitional Year Filing,,,01/01/2024,
SK,Slovakia,relative,,18,0,,Double Filing Relief Notification (Transitional Year),Other Notifications (Transitional),Yes - Section 39(6) - same filing deadline,,,01/01/2024,
SK,Slovakia,relative,,15,0,,Payment,Payment (Standard),Section 40(2) of the Law requires payment of top-up tax by the filing deadline.,,,01/01/2024,
SK,Slovakia,relative,,18,0,,Payment (Transitional),Payment (Transitional),Section 40(2) of the Law requires payment of top-up tax by the filing deadline.,,,01/01/2024,
SL,Slovenia,relative,,15,0,,DMTT Return,DMTT Return (Standard),"Article 62 requires the filing of a DMT top-up tax return. The same filing deadline applies for the DMT Top-Up Tax Return as for the GloBE Information Return. This needs to be filed irrespective of whether there is a liability.

On February 6, 2026, Slovenia provided high-level information on Pillar 2 filing. It announced the QDMTT return is expected to be available in e-taxes from may 2026- https://www.gov.si/novice/2026-02-06-minimalni-davek-obveznosti-porocanja-za-velike-mednarodne-in-domace-skupine-podjetij/",https://www.fu.gov.si/davki_in_druge_dajatve/podrocja/minimalni_davek_povrhnji_in_domaci_povrhnji_davek/,,01/01/2024,
SL,Slovenia,relative,,18,0,,DMTT Return (Transitional),DMTT Return (Transitional),"Article 62 requires the filing of a DMT top-up tax return. The same filing deadline applies for the DMT Top-Up Tax Return as for the GloBE Information Return. This needs to be filed irrespective of whether there is a liability.

On February 6, 2026, Slovenia provided high-level information on Pillar 2 filing. It announced the QDMTT return is expected to be available in e-taxes from may 2026- https://www.gov.si/novice/2026-02-06-minimalni-davek-obveznosti-porocanja-za-velike-mednarodne-in-domace-skupine-podjetij/",https://www.fu.gov.si/davki_in_druge_dajatve/podrocja/minimalni_davek_povrhnji_in_domaci_povrhnji_davek/,,01/01/2024,
SL,Slovenia,relative,,18,0,,Designated Entity Notification (Transitional),Other Notifications (Transitional),"Article 62(2) provides that taxable persons who are constituent entities of the same international group or a large domestic group may designate an applicant entity from among themselves to file a domestic surcharge tax return on behalf of all. Within the GIR filing deadline, the applicant entity must submit a tax return in which it calculates the domestic surcharge tax for all entities in the composition of an international group located in Slovenia or a large domestic group.",https://www.fu.gov.si/davki_in_druge_dajatve/podrocja/minimalni_davek_povrhnji_in_domaci_povrhnji_davek/,,01/01/2024,
SL,Slovenia,relative,,15,0,,Designtated Entity Notification,Other Notifications (Standard),"Article 62(2) provides that taxable persons who are constituent entities of the same international group or a large domestic group may designate an applicant entity from among themselves to file a domestic surcharge tax return on behalf of all. Within the GIR filing deadline, the applicant entity must submit a tax return in which it calculates the domestic surcharge tax for all entities in the composition of an international group located in Slovenia or a large domestic group.",https://www.fu.gov.si/davki_in_druge_dajatve/podrocja/minimalni_davek_povrhnji_in_domaci_povrhnji_davek/,,01/01/2024,
SL,Slovenia,relative,,15,0,,GloBE Information Return - Standard,,Standard Filing,https://www.fu.gov.si/davki_in_druge_dajatve/podrocja/minimalni_davek_povrhnji_in_domaci_povrhnji_davek/,,01/01/2024,
SL,Slovenia,relative,,15,0,,Double Filing Relief Notification (Standard),Other Notifications (Standard),Yes - Section 65(3) - same filing,,,01/01/2024,
SL,Slovenia,relative,,18,0,,GloBE Information Return - Transitional,,Only for Transitional Year Filing,https://www.fu.gov.si/davki_in_druge_dajatve/podrocja/minimalni_davek_povrhnji_in_domaci_povrhnji_davek/,,01/01/2024,
SL,Slovenia,relative,,18,0,,Double Filing Relief Notification (Transitional Year),Other Notifications (Transitional),Yes - Section 65(3) - same filing,,,01/01/2024,
SL,Slovenia,relative,,15,30,,GloBE Tax Return,GloBE Tax Return (Standard),Article 66 of the Law requires submission of an additional self- assessment return (a ‘GloBE Top-Up Tax Return’) within 30 days of the GIR filing deadline if there is a top-up tax liability.,https://www.fu.gov.si/davki_in_druge_dajatve/podrocja/minimalni_davek_povrhnji_in_domaci_povrhnji_davek/,,01/01/2024,
SL,Slovenia,relative,,18,30,,GloBE Tax Return (Transitional),GloBE Tax Return (Transitional),Article 66 of the Law requires submission of an additional self- assessment return (a ‘GloBE Top-Up Tax Return’) within 30 days of the GIR filing deadline if there is a top-up tax liability.,https://www.fu.gov.si/davki_in_druge_dajatve/podrocja/minimalni_davek_povrhnji_in_domaci_povrhnji_davek/,,01/01/2024,
SL,Slovenia,relative,,15,30,,Payment,Payment (Standard),"Article 66 of the Minimum Tax Act provides that the deadline for the payment of the IIR/UTPR top-up tax is 30 days after the deadline for submission of the top-up tax return (ie 60 days after the GIR filing deadline).

Article 62 provides that QDMTT tax must be paid within 30 days of the tax return filing deadline (ie 30 days after the GIR filing deadline).",,,01/01/2024,
SL,Slovenia,relative,,18,30,,Payment (Transitional),Payment (Transitional),"Article 66 of the Minimum Tax Act provides that the deadline for the payment of the IIR/UTPR top-up tax is 30 days after the deadline for submission of the top-up tax return (ie 60 days after the GIR filing deadline).

Article 62 provides that QDMTT tax must be paid within 30 days of the tax return filing deadline (ie 30 days after the GIR filing deadline).",,,01/01/2024,
SA,South Africa,relative,,15,0,,GloBE Information Return - Standard,,Standard Filing,,,01/01/2024,
SA,South Africa,relative,,9,0,,Double Filing Relief Notification (Standard),Other Notifications (Standard),"Section 4(2) of the  GMT Administration Act provides that a Domestic Constituent Entity must notify the tax authority of the identity of the entity that submits the GIR and the jurisdiction in which it is located within six months prior to the filing due date of the GIR. Government Notice No. 6763 of October 28, 2025 provides that for Fiscal Years commencing on or after January 1, 2024 but before January 1, 2025, this date is extended to April 30, 2026.",,,01/01/2024,
SA,South Africa,relative,,18,0,,GloBE Information Return - Transitional,,Only for Transitional Year Filing,,,01/01/2024,
